height,skin_tone,body_type,gender,style_preference,fit_recommendation,top_recommendation,color_recommendation,extra_recommendation
tall,fair,heavy,unisex,streetwear,oversized layers with relaxed-fit pants,oversized t-shirt with a statement jacket,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,fair,heavy,unisex,streetwear,oversized layers with relaxed-fit pants,graphic tee with a roomy overshirt,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,medium,slim,male,casual,slim fit jeans with a clean silhouette,rich jewel-tone shirt or tee,"emerald, burgundy, and cream",layered outerwear and wide-leg options
tall,medium,slim,male,casual,slim fit jeans with a clean silhouette,rich jewel-tone shirt or tee,"emerald, burgundy, and cream",clean sneakers and simple layering pieces
tall,medium,slim,male,formal,tailored blazer and straight-fit trousers,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,medium,slim,male,formal,smart tailored separates with neat proportions,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,medium,slim,male,streetwear,oversized layers with relaxed-fit pants,oversized t-shirt with a statement jacket,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,medium,slim,male,streetwear,oversized layers with relaxed-fit pants,graphic tee with a roomy overshirt,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,medium,slim,female,casual,slim fit jeans with a clean silhouette,rich jewel-tone shirt or tee,"emerald, burgundy, and cream",layered outerwear and wide-leg options
tall,medium,slim,female,casual,slim fit jeans with a clean silhouette,rich jewel-tone shirt or tee,"emerald, burgundy, and cream",clean sneakers and simple layering pieces
tall,medium,slim,female,formal,tailored blazer and straight-fit trousers,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,medium,slim,female,formal,smart tailored separates with neat proportions,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,medium,slim,female,streetwear,oversized layers with relaxed-fit pants,oversized t-shirt with a statement jacket,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,medium,slim,female,streetwear,oversized layers with relaxed-fit pants,graphic tee with a roomy overshirt,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,medium,slim,unisex,casual,slim fit jeans with a clean silhouette,rich jewel-tone shirt or tee,"emerald, burgundy, and cream",layered outerwear and wide-leg options
tall,medium,slim,unisex,casual,slim fit jeans with a clean silhouette,rich jewel-tone shirt or tee,"emerald, burgundy, and cream",clean sneakers and simple layering pieces
tall,medium,slim,unisex,formal,tailored blazer and straight-fit trousers,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,medium,slim,unisex,formal,smart tailored separates with neat proportions,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,medium,slim,unisex,streetwear,oversized layers with relaxed-fit pants,oversized t-shirt with a statement jacket,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,medium,slim,unisex,streetwear,oversized layers with relaxed-fit pants,graphic tee with a roomy overshirt,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,medium,athletic,male,casual,athletic taper chinos with fitted basics,rich jewel-tone shirt or tee,"emerald, burgundy, and cream",layered outerwear and wide-leg options
tall,medium,athletic,male,casual,athletic taper chinos with fitted basics,rich jewel-tone shirt or tee,"emerald, burgundy, and cream",clean sneakers and simple layering pieces
tall,medium,athletic,male,formal,tailored blazer and straight-fit trousers,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,medium,athletic,male,formal,smart tailored separates with neat proportions,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,medium,athletic,male,streetwear,oversized layers with relaxed-fit pants,oversized t-shirt with a statement jacket,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,medium,athletic,male,streetwear,oversized layers with relaxed-fit pants,graphic tee with a roomy overshirt,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,medium,athletic,female,casual,athletic taper chinos with fitted basics,rich jewel-tone shirt or tee,"emerald, burgundy, and cream",layered outerwear and wide-leg options
tall,medium,athletic,female,casual,athletic taper chinos with fitted basics,rich jewel-tone shirt or tee,"emerald, burgundy, and cream",clean sneakers and simple layering pieces
tall,medium,athletic,female,formal,tailored blazer and straight-fit trousers,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,medium,athletic,female,formal,smart tailored separates with neat proportions,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,medium,athletic,female,streetwear,oversized layers with relaxed-fit pants,oversized t-shirt with a statement jacket,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,medium,athletic,female,streetwear,oversized layers with relaxed-fit pants,graphic tee with a roomy overshirt,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,medium,athletic,unisex,casual,athletic taper chinos with fitted basics,rich jewel-tone shirt or tee,"emerald, burgundy, and cream",layered outerwear and wide-leg options
tall,medium,athletic,unisex,casual,athletic taper chinos with fitted basics,rich jewel-tone shirt or tee,"emerald, burgundy, and cream",clean sneakers and simple layering pieces
tall,medium,athletic,unisex,formal,tailored blazer and straight-fit trousers,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,medium,athletic,unisex,formal,smart tailored separates with neat proportions,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,medium,athletic,unisex,streetwear,oversized layers with relaxed-fit pants,oversized t-shirt with a statement jacket,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,medium,athletic,unisex,streetwear,oversized layers with relaxed-fit pants,graphic tee with a roomy overshirt,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,medium,heavy,male,casual,relaxed fit jeans with a balanced drape,rich jewel-tone shirt or tee,"emerald, burgundy, and cream",layered outerwear and wide-leg options
tall,medium,heavy,male,casual,relaxed fit jeans with a balanced drape,rich jewel-tone shirt or tee,"emerald, burgundy, and cream",clean sneakers and simple layering pieces
tall,medium,heavy,male,formal,structured blazer and relaxed trousers,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,medium,heavy,male,formal,smart tailored separates with neat proportions,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,medium,heavy,male,streetwear,oversized layers with relaxed-fit pants,oversized t-shirt with a statement jacket,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,medium,heavy,male,streetwear,oversized layers with relaxed-fit pants,graphic tee with a roomy overshirt,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,medium,heavy,female,casual,relaxed fit jeans with a balanced drape,rich jewel-tone shirt or tee,"emerald, burgundy, and cream",layered outerwear and wide-leg options
tall,medium,heavy,female,casual,relaxed fit jeans with a balanced drape,rich jewel-tone shirt or tee,"emerald, burgundy, and cream",clean sneakers and simple layering pieces
tall,medium,heavy,female,formal,structured blazer and relaxed trousers,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,medium,heavy,female,formal,smart tailored separates with neat proportions,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,medium,heavy,female,streetwear,oversized layers with relaxed-fit pants,oversized t-shirt with a statement jacket,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,medium,heavy,female,streetwear,oversized layers with relaxed-fit pants,graphic tee with a roomy overshirt,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,medium,heavy,unisex,casual,relaxed fit jeans with a balanced drape,rich jewel-tone shirt or tee,"emerald, burgundy, and cream",layered outerwear and wide-leg options
tall,medium,heavy,unisex,casual,relaxed fit jeans with a balanced drape,rich jewel-tone shirt or tee,"emerald, burgundy, and cream",clean sneakers and simple layering pieces
tall,medium,heavy,unisex,formal,structured blazer and relaxed trousers,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,medium,heavy,unisex,formal,smart tailored separates with neat proportions,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,medium,heavy,unisex,streetwear,oversized layers with relaxed-fit pants,oversized t-shirt with a statement jacket,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,medium,heavy,unisex,streetwear,oversized layers with relaxed-fit pants,graphic tee with a roomy overshirt,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,dark,slim,male,casual,slim fit jeans with a clean silhouette,crisp pastel tee or textured overshirt,"mustard, lavender, and sky blue",layered outerwear and wide-leg options
tall,dark,slim,male,casual,slim fit jeans with a clean silhouette,crisp pastel tee or textured overshirt,"mustard, lavender, and sky blue",clean sneakers and simple layering pieces
tall,dark,slim,male,formal,tailored blazer and straight-fit trousers,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,dark,slim,male,formal,smart tailored separates with neat proportions,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,dark,slim,male,streetwear,oversized layers with relaxed-fit pants,oversized t-shirt with a statement jacket,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,dark,slim,male,streetwear,oversized layers with relaxed-fit pants,graphic tee with a roomy overshirt,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,dark,slim,female,casual,slim fit jeans with a clean silhouette,crisp pastel tee or textured overshirt,"mustard, lavender, and sky blue",layered outerwear and wide-leg options
tall,dark,slim,female,casual,slim fit jeans with a clean silhouette,crisp pastel tee or textured overshirt,"mustard, lavender, and sky blue",clean sneakers and simple layering pieces
tall,dark,slim,female,formal,tailored blazer and straight-fit trousers,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,dark,slim,female,formal,smart tailored separates with neat proportions,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,dark,slim,female,streetwear,oversized layers with relaxed-fit pants,oversized t-shirt with a statement jacket,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,dark,slim,female,streetwear,oversized layers with relaxed-fit pants,graphic tee with a roomy overshirt,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,dark,slim,unisex,casual,slim fit jeans with a clean silhouette,crisp pastel tee or textured overshirt,"mustard, lavender, and sky blue",layered outerwear and wide-leg options
tall,dark,slim,unisex,casual,slim fit jeans with a clean silhouette,crisp pastel tee or textured overshirt,"mustard, lavender, and sky blue",clean sneakers and simple layering pieces
tall,dark,slim,unisex,formal,tailored blazer and straight-fit trousers,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,dark,slim,unisex,formal,smart tailored separates with neat proportions,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,dark,slim,unisex,streetwear,oversized layers with relaxed-fit pants,oversized t-shirt with a statement jacket,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,dark,slim,unisex,streetwear,oversized layers with relaxed-fit pants,graphic tee with a roomy overshirt,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,dark,athletic,male,casual,athletic taper chinos with fitted basics,crisp pastel tee or textured overshirt,"mustard, lavender, and sky blue",layered outerwear and wide-leg options
tall,dark,athletic,male,casual,athletic taper chinos with fitted basics,crisp pastel tee or textured overshirt,"mustard, lavender, and sky blue",clean sneakers and simple layering pieces
tall,dark,athletic,male,formal,tailored blazer and straight-fit trousers,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,dark,athletic,male,formal,smart tailored separates with neat proportions,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,dark,athletic,male,streetwear,oversized layers with relaxed-fit pants,oversized t-shirt with a statement jacket,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,dark,athletic,male,streetwear,oversized layers with relaxed-fit pants,graphic tee with a roomy overshirt,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,dark,athletic,female,casual,athletic taper chinos with fitted basics,crisp pastel tee or textured overshirt,"mustard, lavender, and sky blue",layered outerwear and wide-leg options
tall,dark,athletic,female,casual,athletic taper chinos with fitted basics,crisp pastel tee or textured overshirt,"mustard, lavender, and sky blue",clean sneakers and simple layering pieces
tall,dark,athletic,female,formal,tailored blazer and straight-fit trousers,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,dark,athletic,female,formal,smart tailored separates with neat proportions,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,dark,athletic,female,streetwear,oversized layers with relaxed-fit pants,oversized t-shirt with a statement jacket,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,dark,athletic,female,streetwear,oversized layers with relaxed-fit pants,graphic tee with a roomy overshirt,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,dark,athletic,unisex,casual,athletic taper chinos with fitted basics,crisp pastel tee or textured overshirt,"mustard, lavender, and sky blue",layered outerwear and wide-leg options
tall,dark,athletic,unisex,casual,athletic taper chinos with fitted basics,crisp pastel tee or textured overshirt,"mustard, lavender, and sky blue",clean sneakers and simple layering pieces
tall,dark,athletic,unisex,formal,tailored blazer and straight-fit trousers,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,dark,athletic,unisex,formal,smart tailored separates with neat proportions,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,dark,athletic,unisex,streetwear,oversized layers with relaxed-fit pants,oversized t-shirt with a statement jacket,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,dark,athletic,unisex,streetwear,oversized layers with relaxed-fit pants,graphic tee with a roomy overshirt,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,dark,heavy,male,casual,relaxed fit jeans with a balanced drape,crisp pastel tee or textured overshirt,"mustard, lavender, and sky blue",layered outerwear and wide-leg options
tall,dark,heavy,male,casual,relaxed fit jeans with a balanced drape,crisp pastel tee or textured overshirt,"mustard, lavender, and sky blue",clean sneakers and simple layering pieces
tall,dark,heavy,male,formal,structured blazer and relaxed trousers,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,dark,heavy,male,formal,smart tailored separates with neat proportions,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,dark,heavy,male,streetwear,oversized layers with relaxed-fit pants,oversized t-shirt with a statement jacket,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,dark,heavy,male,streetwear,oversized layers with relaxed-fit pants,graphic tee with a roomy overshirt,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,dark,heavy,female,casual,relaxed fit jeans with a balanced drape,crisp pastel tee or textured overshirt,"mustard, lavender, and sky blue",layered outerwear and wide-leg options
tall,dark,heavy,female,casual,relaxed fit jeans with a balanced drape,crisp pastel tee or textured overshirt,"mustard, lavender, and sky blue",clean sneakers and simple layering pieces
tall,dark,heavy,female,formal,structured blazer and relaxed trousers,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,dark,heavy,female,formal,smart tailored separates with neat proportions,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,dark,heavy,female,streetwear,oversized layers with relaxed-fit pants,oversized t-shirt with a statement jacket,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,dark,heavy,female,streetwear,oversized layers with relaxed-fit pants,graphic tee with a roomy overshirt,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,dark,heavy,unisex,casual,relaxed fit jeans with a balanced drape,crisp pastel tee or textured overshirt,"mustard, lavender, and sky blue",layered outerwear and wide-leg options
tall,dark,heavy,unisex,casual,relaxed fit jeans with a balanced drape,crisp pastel tee or textured overshirt,"mustard, lavender, and sky blue",clean sneakers and simple layering pieces
tall,dark,heavy,unisex,formal,structured blazer and relaxed trousers,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,dark,heavy,unisex,formal,smart tailored separates with neat proportions,button-down shirt with a lightweight blazer,"navy, charcoal, and white",layered outerwear and wide-leg options
tall,dark,heavy,unisex,streetwear,oversized layers with relaxed-fit pants,oversized t-shirt with a statement jacket,"black, olive, and muted accent colors",layered outerwear and wide-leg options
tall,dark,heavy,unisex,streetwear,oversized layers with relaxed-fit pants,graphic tee with a roomy overshirt,"black, olive, and muted accent colors",layered outerwear and wide-leg options
